timestamp,node_name,metric_source,cpu_utilization_percent,total_cpu_assigned,machine_cpu_cores,memory_utilization_percent,memory_utilization_bytes,memory_assigned_bytes,machine_memory_total_bytes,cpu_core_watts,cpu_package_watts,memory_power_watts,platform_watts,energy_watts,created_at
1754918468,minikube,prometheus-kepler,28.81,2,11,16.88,2783457280,16485085184,16485085184,147.5798,147.5798,18.72,81.7414,248.0413,2025-08-11 13:21:08.631945+00
1754918528,minikube,prometheus-kepler,27.96,2,11,16.86,2779557888,16485085184,16485085184,147.5516,147.5516,18.7192,81.6118,247.8826,2025-08-11 13:22:08.738023+00
1754918588,minikube,prometheus-kepler,28.39,2,11,16.88,2782314496,16485085184,16485085184,147.5704,147.5704,18.7196,81.7094,247.9994,2025-08-11 13:23:08.83408+00
1754918648,minikube,prometheus-kepler,28.82,2,11,16.83,2774843392,16485085184,16485085184,147.5861,147.5861,18.7201,81.7792,248.0854,2025-08-11 13:24:08.943394+00
1754918708,minikube,prometheus-kepler,29.38,2,11,16.86,2779398144,16485085184,16485085184,147.598,147.598,18.7204,81.8387,248.157,2025-08-11 13:25:08.995771+00
1754918769,minikube,prometheus-kepler,29.72,2,11,16.86,2779975680,16485085184,16485085184,147.6235,147.6235,18.7211,81.9608,248.3054,2025-08-11 13:26:09.134565+00
1754918829,minikube,prometheus-kepler,30.13,2,11,16.74,2758926336,16485085184,16485085184,147.6339,147.6339,18.7215,81.9998,248.3552,2025-08-11 13:27:09.253088+00
1754918889,minikube,prometheus-kepler,30.48,2,11,16.72,2755502080,16485085184,16485085184,147.6423,147.6423,18.7218,82.035,248.3992,2025-08-11 13:28:09.344419+00
1754918949,minikube,prometheus-kepler,30.67,2,11,16.7,2753773568,16485085184,16485085184,147.6511,147.6511,18.7219,82.0872,248.4602,2025-08-11 13:29:09.547812+00
1754919009,minikube,prometheus-kepler,30.84,2,11,16.79,2767417344,16485085184,16485085184,147.6509,147.6509,18.722,82.0807,248.4535,2025-08-11 13:30:09.639088+00
1754919069,minikube,prometheus-kepler,30.92,2,11,16.81,2770829312,16485085184,16485085184,147.6593,147.6593,18.7221,82.1262,248.5077,2025-08-11 13:31:09.748567+00
1754919129,minikube,prometheus-kepler,31.3,2,11,16.8,2768949248,16485085184,16485085184,147.6804,147.6804,18.7227,82.2272,248.6304,2025-08-11 13:32:09.830093+00
1754919189,minikube,prometheus-kepler,31.36,2,11,16.81,2771099648,16485085184,16485085184,147.6807,147.6807,18.7229,82.2236,248.6272,2025-08-11 13:33:09.924702+00
1754919249,minikube,prometheus-kepler,30.45,2,11,16.8,2770149376,16485085184,16485085184,147.6452,147.6452,18.7218,82.0564,248.4234,2025-08-11 13:34:10.141107+00
1754919310,minikube,prometheus-kepler,29.67,2,11,16.86,2778976256,16485085184,16485085184,147.6177,147.6177,18.7211,81.9224,248.2612,2025-08-11 13:35:10.247565+00
1754919370,minikube,prometheus-kepler,28.67,2,11,16.91,2788294656,16485085184,16485085184,147.5806,147.5806,18.7199,81.7498,248.0503,2025-08-11 13:36:10.335368+00
1754919430,minikube,prometheus-kepler,28.82,2,11,16.92,2788982784,16485085184,16485085184,147.5869,147.5869,18.7201,81.7802,248.0872,2025-08-11 13:37:10.438276+00
1754919490,minikube,prometheus-kepler,29.66,2,11,16.93,2790952960,16485085184,16485085184,147.626,147.626,18.7212,81.9671,248.3143,2025-08-11 13:38:10.551711+00
1754919550,minikube,prometheus-kepler,30.49,2,11,16.96,2795405312,16485085184,16485085184,147.6463,147.6463,18.7219,82.0588,248.427,2025-08-11 13:39:10.632784+00
1754919610,minikube,prometheus-kepler,30.83,2,11,16.95,2793783296,16485085184,16485085184,147.6555,147.6555,18.7221,82.1057,248.4833,2025-08-11 13:40:10.728147+00
1754919670,minikube,prometheus-kepler,29.87,2,11,16.96,2796179456,16485085184,16485085184,147.6197,147.6197,18.7211,81.9375,248.2783,2025-08-11 13:41:10.8501+00
1754919730,minikube,prometheus-kepler,29.53,2,11,16.94,2792574976,16485085184,16485085184,147.5982,147.5982,18.7204,81.837,248.1556,2025-08-11 13:42:11.053186+00
1754919791,minikube,prometheus-kepler,29.61,2,11,16.91,2787184640,16485085184,16485085184,147.613,147.613,18.7204,81.9235,248.257,2025-08-11 13:43:11.135404+00
1754919851,minikube,prometheus-kepler,29.6,2,11,16.9,2785501184,16485085184,16485085184,147.6172,147.6172,18.7207,81.9356,248.2736,2025-08-11 13:44:11.253551+00
1754919911,minikube,prometheus-kepler,30.32,2,11,16.93,2790998016,16485085184,16485085184,147.6442,147.6442,18.7219,82.0491,248.4152,2025-08-11 13:45:11.436968+00
1754919971,minikube,prometheus-kepler,30.54,2,11,17.01,2804629504,16485085184,16485085184,147.6446,147.6446,18.7217,82.0584,248.4247,2025-08-11 13:46:11.539397+00
1754920031,minikube,prometheus-kepler,29.86,2,11,17,2802077696,16485085184,16485085184,147.615,147.615,18.7212,81.9009,248.237,2025-08-11 13:47:11.602618+00
1754920091,minikube,prometheus-kepler,29.93,2,11,16.96,2795057152,16485085184,16485085184,147.6223,147.6223,18.7213,81.9388,248.2824,2025-08-11 13:48:11.735604+00
1754920151,minikube,prometheus-kepler,29.17,2,11,16.89,2784772096,16485085184,16485085184,147.5936,147.5936,18.7201,81.8172,248.131,2025-08-11 13:49:11.829489+00
1754920211,minikube,prometheus-kepler,28.36,2,11,16.93,2790580224,16485085184,16485085184,147.5701,147.5701,18.7195,81.705,247.9945,2025-08-11 13:50:11.944799+00
1754920271,minikube,prometheus-kepler,28.21,2,11,16.92,2789314560,16485085184,16485085184,147.5711,147.5711,18.7198,81.6994,247.9903,2025-08-11 13:51:12.021929+00
1754920332,minikube,prometheus-kepler,27.61,2,11,16.85,2778394624,16485085184,16485085184,147.5439,147.5439,18.7188,81.5823,247.845,2025-08-11 13:52:12.336823+00
1754920392,minikube,prometheus-kepler,30.66,2,11,16.74,2760097792,16485085184,16485085184,147.6654,147.6654,18.7223,82.1556,248.5434,2025-08-11 13:53:12.634556+00
1754920452,minikube,prometheus-kepler,37.02,2,11,16.81,2770882560,16485085184,16485085184,147.9124,147.9124,18.7297,83.3101,249.9522,2025-08-11 13:54:13.037949+00
1754920513,minikube,prometheus-kepler,39.01,2,11,16.7,2752397312,16485085184,16485085184,147.9679,147.9679,18.7305,83.6065,250.3049,2025-08-11 13:55:13.129542+00
1754920573,minikube,prometheus-kepler,42.02,2,11,16.78,2766082048,16485085184,16485085184,148.0654,148.0654,18.7335,84.0624,250.8612,2025-08-11 13:56:13.246508+00
1754920633,minikube,prometheus-kepler,41.51,2,11,16.83,2774179840,16485085184,16485085184,148.017,148.017,18.7321,83.8339,250.583,2025-08-11 13:57:13.436523+00
1754920693,minikube,prometheus-kepler,36.35,2,11,16.82,2773127168,16485085184,16485085184,147.8181,147.8181,18.7262,82.9013,249.4456,2025-08-11 13:58:13.510554+00
1754920753,minikube,prometheus-kepler,36.14,2,11,16.78,2765492224,16485085184,16485085184,147.8154,147.8154,18.7267,82.8648,249.4068,2025-08-11 13:59:13.745011+00
1754920813,minikube,prometheus-kepler,35.37,2,11,16.88,2782994432,16485085184,16485085184,147.7818,147.7818,18.7256,82.7094,249.2168,2025-08-11 14:00:13.94631+00
1754920873,minikube,prometheus-kepler,35.62,2,11,16.92,2789449728,16485085184,16485085184,147.8219,147.8219,18.7266,82.904,249.4526,2025-08-11 14:01:14.049658+00
1754920934,minikube,prometheus-kepler,37.24,2,11,17.06,2812096512,16485085184,16485085184,147.8691,147.8691,18.7281,83.1215,249.7187,2025-08-11 14:02:14.114256+00
1754920994,minikube,prometheus-kepler,37.73,2,11,17.03,2806964224,16485085184,16485085184,147.8908,147.8908,18.7283,83.2434,249.8624,2025-08-11 14:03:14.242543+00
1754921054,minikube,prometheus-kepler,37.99,2,11,17.09,2817449984,16485085184,16485085184,147.9081,147.9081,18.7291,83.3104,249.9476,2025-08-11 14:04:14.335581+00
1754921114,minikube,prometheus-kepler,37.52,2,11,17.11,2821066752,16485085184,16485085184,147.8789,147.8789,18.7282,83.1734,249.7805,2025-08-11 14:05:14.539301+00
1754921174,minikube,prometheus-kepler,36.86,2,11,17.14,2825588736,16485085184,16485085184,147.8623,147.8623,18.7276,83.102,249.6919,2025-08-11 14:06:14.73021+00
1754921234,minikube,prometheus-kepler,36.6,2,11,17.01,2804805632,16485085184,16485085184,147.8415,147.8415,18.7273,82.9922,249.561,2025-08-11 14:07:14.952477+00
1754921294,minikube,prometheus-kepler,35.7,2,11,17.06,2811777024,16485085184,16485085184,147.809,147.809,18.7263,82.8417,249.3769,2025-08-11 14:08:15.23832+00
1754921355,minikube,prometheus-kepler,35.25,2,11,16.92,2789908480,16485085184,16485085184,147.7937,147.7937,18.7258,82.7715,249.291,2025-08-11 14:09:15.348178+00
1754921415,minikube,prometheus-kepler,35.58,2,11,17.05,2811252736,16485085184,16485085184,147.8079,147.8079,18.7262,82.8393,249.3734,2025-08-11 14:10:15.449088+00
1754921475,minikube,prometheus-kepler,36.54,2,11,17.11,2820128768,16485085184,16485085184,147.8665,147.8665,18.7278,83.117,249.7113,2025-08-11 14:11:15.730705+00
1754921535,minikube,prometheus-kepler,37.86,2,11,17.13,2824241152,16485085184,16485085184,147.9153,147.9153,18.7292,83.3472,249.9917,2025-08-11 14:12:16.04115+00
1754921596,minikube,prometheus-kepler,38.61,2,11,17.11,2820214784,16485085184,16485085184,147.9325,147.9325,18.7297,83.432,250.0941,2025-08-11 14:13:16.435678+00
1754921656,minikube,prometheus-kepler,41.49,2,11,17.1,2818146304,16485085184,16485085184,148.0404,148.0404,18.7326,83.9506,250.7236,2025-08-11 14:14:16.696347+00
1754921716,minikube,prometheus-kepler,40.41,2,11,17.06,2812223488,16485085184,16485085184,148.0167,148.0167,18.7322,83.8297,250.5786,2025-08-11 14:15:16.834032+00
